iteration,train_loss,val_loss
50,451.3328857421875,126.84218
100,459.86859130859375,129.0876
150,218.58477783203125,53.081173
200,158.1981658935547,52.298035
250,137.49215698242188,27.929405
300,75.16152954101562,18.787601
350,46.37327575683594,11.259893
400,38.39905548095703,10.596686
450,33.435218811035156,8.073637
500,44.497493743896484,26.067734
550,17.113977432250977,4.0971627
600,21.405818939208984,3.7032135
650,9.271550178527832,3.2359588
700,7.994877338409424,1.677566
750,7.010304927825928,2.2583141
800,5.85070276260376,5.492175
850,5.800809860229492,3.407225
900,5.740056037902832,1.1165249
950,4.264834880828857,1.1127102
1000,6.081167221069336,4.903856
1050,5.080668926239014,1.6924313
1100,5.24906587600708,1.5568523
1150,4.515223503112793,2.188126
1200,3.5405759811401367,1.018322
1250,3.801098108291626,1.0800155
1300,5.795958518981934,1.7279155
1350,3.664494514465332,1.0139418
1400,3.1900815963745117,1.2177699
1450,3.3586206436157227,0.96580803
1500,4.601851463317871,0.9976605
1550,3.2657086849212646,1.0833441
1600,3.101097583770752,1.0767868
1650,3.216269016265869,1.1564901
1700,4.596962928771973,1.3716329
1750,3.3122997283935547,1.009172
1800,2.957188129425049,1.0558016
1850,3.2858479022979736,1.086737
1900,4.406863212585449,1.0142332
1950,3.104933261871338,1.0589947
