iteration,train_loss,val_loss
50,802.3599853515625,204.35786
100,310.5876159667969,111.753105
150,187.6319580078125,82.19773
200,140.57838439941406,32.06503
250,94.59756469726562,36.59079
300,73.02412414550781,14.989859
350,66.52302551269531,18.291473
400,35.1235237121582,13.485023
450,29.7810001373291,6.6439567
500,26.691980361938477,6.9746737
550,24.882495880126953,13.939054
600,13.465592384338379,5.3997755
650,9.616177558898926,2.6069715
700,9.09730339050293,2.9350245
750,7.162703990936279,2.9842865
800,5.311470031738281,1.6659163
850,5.164315223693848,1.6966101
900,5.888265132904053,1.278495
950,5.105457305908203,1.5091435
1000,4.055833339691162,1.2591972
1050,4.57368278503418,1.7759353
1100,5.183845520019531,1.3963348
1150,3.9221272468566895,1.1167097
1200,3.605238676071167,1.3817767
1250,3.7421650886535645,1.1941904
1300,4.799118995666504,1.2138743
1350,3.5856032371520996,1.3731831
1400,3.449769973754883,1.1170125
1450,3.6461238861083984,1.2225055
1500,4.707910537719727,0.99707747
1550,3.355377197265625,0.99601966
1600,3.0473241806030273,0.9708317
1650,3.352811098098755,1.0045272
1700,4.571576118469238,1.2027131
1750,3.3226022720336914,1.1271651
1800,3.206498622894287,1.0998818
1850,3.133195400238037,1.0278579
1900,4.368832588195801,1.0452038
1950,3.088109016418457,1.1503724
2000,2.8216190338134766,1.025134
2050,3.0417537689208984,1.0318534
2100,4.30020809173584,1.0935819
