iteration,train_loss,val_loss
50,704.2144165039062,166.02097
100,337.05584716796875,105.44559
150,330.92041015625,65.46259
200,200.80311584472656,45.646046
250,107.39277648925781,37.898952
300,104.57656860351562,24.492964
350,72.97509002685547,15.663695
400,46.890220642089844,13.094925
450,32.685455322265625,10.376019
500,27.697704315185547,7.670781
550,21.214502334594727,6.651342
600,16.338930130004883,4.7166543
650,25.265779495239258,8.677554
700,12.339016914367676,5.6528845
750,11.227931022644043,4.440534
800,8.4365234375,3.4026313
850,10.01409912109375,4.251769
900,9.333581924438477,2.640375
950,5.655453205108643,2.2532773
1000,8.13032341003418,4.443704
1050,5.432408332824707,2.1907058
1100,5.996809482574463,1.7492528
1150,4.742692947387695,1.6073835
1200,4.655645370483398,1.7763435
1250,4.848244667053223,2.0907497
1300,5.60817289352417,1.6647818
1350,4.775379180908203,2.0723188
1400,4.3095574378967285,1.7090054
1450,4.418776512145996,1.675666
1500,5.379720211029053,1.7569679
1550,4.261963844299316,1.8459811
1600,4.154858589172363,1.8736327
1650,4.124723434448242,1.6177477
