iteration,train_loss,val_loss
50,182406.953125,96482.83
100,176930.609375,23963.127
150,39879.0859375,8317.354
200,55517.546875,3358.2866
250,15033.7734375,996.46265
300,3676.213623046875,407.22693
350,1386.0146484375,247.36888
400,2149.610107421875,62.43062
450,1354.69189453125,589.825
500,224.0606689453125,38.909378
550,428.35052490234375,21.340078
600,82.70869445800781,30.802216
650,71.70299530029297,18.406008
700,66.89881134033203,12.79067
750,34.11114501953125,4.5688076
800,26.154375076293945,3.0974977
850,13.499290466308594,2.4867406
900,49.214656829833984,3.0987382
950,14.120490074157715,1.9646852
1000,29.20294761657715,2.9783213
1050,9.888349533081055,10.310497
1100,45.53330612182617,4.2142773
1150,9.214192390441895,2.4122639
1200,21.371719360351562,3.442631
1250,8.598190307617188,2.4369376
1300,38.96293640136719,2.2342618
1350,9.693886756896973,2.6136696
1400,14.709639549255371,2.9438477
1450,7.49424934387207,2.1015482
