iteration,train_loss,val_loss
50,707.992919921875,192.2488
100,496.6260986328125,174.54152
150,322.20648193359375,102.40368
200,211.82110595703125,81.729965
250,146.201171875,42.4542
300,116.20542907714844,30.846947
350,75.45989227294922,21.693157
400,51.10187530517578,15.829213
450,35.810855865478516,12.553881
500,31.017820358276367,9.240212
550,19.997411727905273,7.5107822
600,15.009175300598145,5.7397227
650,12.107872009277344,4.929691
700,12.19876766204834,6.890796
750,8.337789535522461,5.978889
800,7.420375823974609,3.3437006
850,6.837706089019775,2.9680765
900,8.059039115905762,3.500976
950,6.523906707763672,3.0566742
1000,5.824777603149414,3.3780863
1050,6.252945899963379,2.6824245
1100,9.300753593444824,4.557778
1150,5.853643417358398,2.658317
1200,5.481448650360107,2.751086
1250,5.764614105224609,3.0214229
1300,6.642852306365967,2.6205955
1350,5.521045207977295,2.5734665
1400,5.294448375701904,2.502786
1450,5.432915687561035,2.5092719
1500,6.421256065368652,2.5489063
1550,5.420746803283691,2.5250437
1600,5.048314094543457,2.4827352
1650,5.391140937805176,2.5303082
1700,6.2096171379089355,2.483235
1750,5.177982330322266,2.4978468
1800,4.944741249084473,2.461215
1850,5.353327751159668,2.7149212
1900,6.494695663452148,2.4710772
1950,5.095575332641602,2.3717978
2000,4.8531293869018555,2.331221
2050,5.719799041748047,2.265836
2100,6.302613735198975,2.423944
2150,5.08824348449707,2.3637762
2200,4.817221641540527,2.2365508
2250,5.161090850830078,2.3472006
2300,6.004055500030518,2.2797303
2350,4.998840808868408,2.2929416
2400,4.766300201416016,2.3356373
2450,5.136064052581787,2.3565664
2500,5.949168682098389,2.2963533
2550,4.968629837036133,2.2996998
2600,4.730474948883057,2.3512847
2650,5.072838306427002,2.3677058
2700,5.908514022827148,2.3178658
