iteration,train_loss,val_loss
50,304439.8125,80380.87
100,26187.12109375,7335.371
150,44750.875,5937.044
200,23340.740234375,2053.1
250,6944.2060546875,327.31833
300,2145.273193359375,232.73976
350,1605.612548828125,205.90677
400,594.5399780273438,151.00339
450,1585.9285888671875,160.52654
500,566.0469360351562,343.93155
550,132.76058959960938,14.878518
600,153.39584350585938,22.228193
650,61.95432662963867,10.573919
700,222.60385131835938,46.947514
750,23.95177459716797,11.142589
800,20.873123168945312,8.958099
850,13.086180686950684,20.462616
900,43.78706359863281,6.2351193
950,10.645469665527344,4.5128436
1000,34.42759704589844,6.7712398
1050,10.246073722839355,2.827293
1100,38.15427017211914,2.187122
1150,13.582962989807129,5.613942
1200,16.91179847717285,5.5062447
1250,8.16773796081543,2.9503267
1300,37.19184875488281,5.283627
1350,9.433329582214355,2.138765
1400,15.06131649017334,4.331017
1450,7.644055366516113,3.7696226
1500,37.479732513427734,2.9300346
1550,9.003105163574219,1.5010923
1600,14.567126274108887,2.7410533
1650,7.061965465545654,2.5602117
1700,35.78607940673828,2.4949434
1750,8.521881103515625,2.5724325
1800,14.250722885131836,1.8490986
1850,6.704392433166504,2.310677
1900,35.003013610839844,2.3629584
1950,7.72584342956543,2.330992
2000,13.968127250671387,3.138058
2050,6.658026218414307,2.5975194
