iteration,train_loss,val_loss
50,530.0228271484375,100.64439
100,325.7697448730469,84.70322
150,198.58908081054688,41.867058
200,126.30110168457031,35.05529
250,94.50020599365234,25.14175
300,72.47836303710938,19.589817
350,47.19226837158203,10.288919
400,44.09804153442383,10.595799
450,25.90850067138672,11.934534
500,21.264965057373047,5.7010064
550,32.25675582885742,49.104485
600,13.966869354248047,7.5297227
650,10.330461502075195,3.36552
700,19.197317123413086,9.4973135
750,10.24058723449707,3.1104593
800,5.79624080657959,1.9057447
850,4.7686591148376465,1.2698556
900,5.5698089599609375,1.1000266
950,4.095163822174072,1.0420417
1000,4.312710285186768,1.6100171
1050,3.9100725650787354,1.2042947
1100,5.079357624053955,1.1264496
1150,3.918790340423584,1.3560581
1200,4.033131122589111,1.2866195
1250,3.506415367126465,1.124833
1300,4.8082685470581055,1.1432791
1350,3.6306164264678955,1.0004636
1400,3.325437545776367,1.0531739
1450,3.6233627796173096,1.5180331
1500,5.0677690505981445,1.1630305
1550,3.3174703121185303,1.0420734
1600,3.5417213439941406,1.0753099
1650,3.237265110015869,0.97648346
1700,5.29892110824585,1.2899035
1750,3.214688301086426,1.0981005
1800,3.095646381378174,1.0788852
1850,3.1421031951904297,1.07646
1900,4.753276824951172,1.0191674
1950,3.604447603225708,1.099718
2000,2.8587822914123535,1.0117133
2050,2.9681894779205322,1.0734593
2100,4.291733741760254,1.0776109
2150,2.9995412826538086,1.014707
