iteration,train_loss,val_loss
50,492.6795654296875,156.08868
100,290.87213134765625,71.39672
150,214.21124267578125,57.3551
200,124.505859375,32.921368
250,100.59552001953125,22.489933
300,61.45094680786133,18.885138
350,52.99711990356445,10.415323
400,33.2158203125,7.142793
450,24.069562911987305,25.30476
500,22.517446517944336,4.746988
550,22.86693000793457,11.728579
600,11.411754608154297,4.2705073
650,8.684974670410156,2.1883523
700,8.637558937072754,1.9433509
750,7.260254859924316,1.7298261
800,5.803514003753662,1.577365
850,4.785104751586914,1.8706423
900,5.743041038513184,1.6539507
950,5.249414920806885,1.6718569
1000,3.794581174850464,1.1170563
1050,4.005028247833252,1.210101
1100,5.081079006195068,1.0322998
1150,3.952454090118408,1.5183648
1200,3.3886616230010986,1.156582
1250,3.5589346885681152,1.1531569
1300,5.955459117889404,1.4775597
1350,3.503969669342041,1.2366433
1400,3.315476894378662,1.2785605
1450,3.700751543045044,1.2246819
1500,4.619673728942871,1.0727267
1550,3.38037371635437,1.1405945
1600,3.057624340057373,1.0391245
