iteration,train_loss,val_loss
50,672.1825561523438,179.36711
100,366.47637939453125,104.262856
150,356.16754150390625,95.992874
200,264.47344970703125,70.026375
250,136.0614776611328,32.884537
300,98.5010986328125,26.01041
350,87.56428527832031,28.241629
400,54.41805648803711,16.853268
450,51.372798919677734,13.615484
500,30.468345642089844,13.200985
550,25.504596710205078,7.056996
600,19.113279342651367,8.23737
650,15.017962455749512,5.11102
700,12.561930656433105,4.236822
750,9.776077270507812,4.3946342
800,12.117338180541992,4.6277056
850,8.656872749328613,3.2549891
900,8.014507293701172,2.6873755
950,13.456289291381836,5.245202
1000,6.3151445388793945,2.4731889
1050,6.450049877166748,2.7516658
1100,6.853795051574707,2.609593
1150,6.345384120941162,2.4080725
1200,6.468123912811279,2.93655
1250,5.763010501861572,2.29136
1300,6.587689399719238,2.2492926
1350,5.720217704772949,2.4530694
1400,5.185875415802002,2.2375052
1450,5.533730983734131,2.2214305
1500,6.364692687988281,2.3828866
1550,5.558553695678711,2.3277318
1600,5.280078887939453,2.3031683
1650,5.508462429046631,2.3349793
1700,6.864500999450684,2.319419
1750,5.231028079986572,2.3238342
1800,5.052940845489502,2.2800949
1850,5.234572410583496,2.40849
1900,6.144045829772949,2.3400714
1950,5.120933532714844,2.3696203
