iteration,train_loss,val_loss
50,728.0765380859375,191.47208
100,521.9445190429688,123.5594
150,288.0904541015625,79.58063
200,204.46014404296875,51.34201
250,155.5802001953125,36.9772
300,100.77264404296875,31.314568
350,92.29371643066406,19.68741
400,74.90735626220703,19.799961
450,39.6726188659668,11.180337
500,32.74456787109375,9.024809
550,22.696693420410156,6.555931
600,27.791818618774414,9.5037985
650,15.891801834106445,10.59801
700,13.57502269744873,7.58977
750,11.756583213806152,3.5005393
800,9.689371109008789,3.494631
850,8.187777519226074,2.9006076
900,8.328807830810547,2.684635
950,21.44516944885254,14.0692
1000,6.264035224914551,2.4410148
1050,6.669358253479004,2.707284
1100,6.853658676147461,2.838897
1150,5.970627784729004,2.2778318
1200,5.55683708190918,2.5135672
1250,6.239223480224609,2.3481007
1300,6.681726455688477,2.5359519
1350,5.473226547241211,2.35283
1400,5.292001724243164,2.3367608
1450,5.532224655151367,2.4728248
1500,6.48776912689209,2.3931494
1550,5.405157566070557,2.4949727
1600,5.4691009521484375,2.3602114
1650,5.592360019683838,2.3214846
