iteration,train_loss,val_loss
50,494.29461669921875,152.25548
100,396.7475891113281,116.30276
150,250.64974975585938,73.948555
200,180.01812744140625,53.080986
250,139.0637664794922,32.423664
300,125.71466827392578,36.31115
350,71.42263793945312,20.829504
400,55.7220573425293,28.056673
450,51.06312561035156,11.560429
500,29.235973358154297,12.494598
550,23.185800552368164,10.530164
600,15.960273742675781,4.1217666
650,12.969698905944824,3.6005583
700,11.921507835388184,3.552603
750,10.225224494934082,4.355319
800,10.566909790039062,3.098786
850,8.067106246948242,4.541465
900,9.312652587890625,4.571533
950,6.155774116516113,2.6519725
1000,8.113929748535156,3.099178
1050,9.72668743133545,4.0990605
1100,6.2825822830200195,1.9480884
1150,5.068593502044678,1.5950041
1200,4.427712440490723,1.6034441
1250,4.503416061401367,1.6604322
1300,5.775179862976074,1.7017102
1350,4.810527324676514,1.997722
1400,4.393075942993164,1.7610832
1450,4.401254653930664,1.5553795
1500,6.037493705749512,1.638726
1550,4.203676700592041,1.5521361
1600,4.064382553100586,1.543699
1650,4.227667808532715,1.6219944
1700,5.248205661773682,1.5715517
1750,4.0771870613098145,1.6322507
1800,4.180688858032227,1.6021827
1850,4.01129674911499,1.531757
1900,5.144976615905762,1.5006127
1950,3.8967323303222656,1.7041162
2000,3.750190496444702,1.5374241
2050,4.134868144989014,1.5116771
2100,5.122255325317383,1.6115767
2150,3.9178543090820312,1.5447376
2200,3.7189249992370605,1.5831972
2250,3.957451105117798,1.6213435
2300,5.093509197235107,1.5936382
2350,3.85038685798645,1.5688756
2400,3.7157630920410156,1.7763453
