date,model,actual,forecast
2023-12-27,nbeatsx_lstm,43.50000000,35.02817154
2023-12-28,nbeatsx_lstm,42.60000000,43.36797714
2023-12-29,nbeatsx_lstm,46.50000000,43.12369156
2023-12-30,nbeatsx_lstm,51.40000000,47.18934250
2023-12-31,nbeatsx_lstm,50.40000000,46.02625275
2024-01-01,nbeatsx_lstm,51.50000000,54.28480911
2024-01-02,nbeatsx_lstm,50.20000000,49.71236420
2024-01-03,nbeatsx_lstm,49.00000000,50.98499298
2024-01-04,nbeatsx_lstm,48.00000000,49.70618439
2024-01-05,nbeatsx_lstm,47.50000000,48.47571182
2024-01-06,nbeatsx_lstm,48.50000000,48.41868973
2024-01-07,nbeatsx_lstm,49.00000000,47.57901001
2024-01-08,nbeatsx_lstm,47.80000000,47.97260284
2024-01-09,nbeatsx_lstm,46.50000000,48.61824036
2024-01-10,nbeatsx_lstm,45.00000000,47.31999588
2024-01-11,nbeatsx_lstm,44.40000000,46.03497314
2024-01-12,nbeatsx_lstm,41.40000000,44.53901291
2024-01-13,nbeatsx_lstm,39.10000000,43.91286850
2024-01-14,nbeatsx_lstm,36.60000000,40.69121552
2024-01-15,nbeatsx_lstm,39.90000000,38.58880615
2024-01-16,nbeatsx_lstm,48.10000000,38.53674698
2024-01-17,nbeatsx_lstm,46.40000000,39.77201080
2024-01-18,nbeatsx_lstm,45.30000000,47.63028717
2024-01-19,nbeatsx_lstm,46.30000000,46.05418015
2024-01-20,nbeatsx_lstm,47.50000000,45.52944946
2024-01-21,nbeatsx_lstm,45.40000000,45.96197510
2024-01-22,nbeatsx_lstm,45.40000000,47.07553864
2024-01-23,nbeatsx_lstm,45.00000000,45.31966400
2024-01-24,nbeatsx_lstm,41.30000000,45.09582901
2024-01-25,nbeatsx_lstm,38.80000000,44.53296661
2024-01-26,nbeatsx_lstm,36.50000000,40.83098984
2024-01-27,nbeatsx_lstm,34.50000000,38.44431305
2024-01-28,nbeatsx_lstm,37.60000000,36.21772385
2024-01-29,nbeatsx_lstm,46.40000000,36.20986938
2024-01-30,nbeatsx_lstm,44.50000000,37.28366089
2024-01-31,nbeatsx_lstm,42.60000000,45.94756699
2024-02-01,nbeatsx_lstm,40.60000000,44.00164413
2024-02-02,nbeatsx_lstm,38.60000000,42.04508972
2024-02-03,nbeatsx_lstm,46.00000000,40.32566071
2024-02-04,nbeatsx_lstm,45.70000000,40.08412170
2024-02-05,nbeatsx_lstm,44.50000000,45.30995941
2024-02-06,nbeatsx_lstm,42.80000000,44.94502640
2024-02-07,nbeatsx_lstm,40.70000000,43.76921082
2024-02-08,nbeatsx_lstm,38.40000000,42.05141068
2024-02-09,nbeatsx_lstm,36.30000000,39.92903137
2024-02-10,nbeatsx_lstm,35.00000000,48.16187668
2024-02-11,nbeatsx_lstm,33.50000000,35.65221786
2024-02-12,nbeatsx_lstm,31.70000000,34.48303986
2024-02-13,nbeatsx_lstm,30.40000000,33.04744339
2024-02-14,nbeatsx_lstm,29.00000000,31.26595306
2024-02-15,nbeatsx_lstm,27.50000000,30.00295258
2024-02-16,nbeatsx_lstm,26.40000000,28.75428581
2024-02-17,nbeatsx_lstm,25.30000000,27.25167656
2024-02-18,nbeatsx_lstm,24.20000000,25.96210670
2024-02-19,nbeatsx_lstm,23.40000000,25.08831787
2024-02-20,nbeatsx_lstm,22.60000000,23.91115379
2024-02-21,nbeatsx_lstm,21.70000000,23.21736526
2024-02-22,nbeatsx_lstm,21.00000000,22.28814888
2024-02-23,nbeatsx_lstm,20.50000000,21.37922096
2024-02-24,nbeatsx_lstm,19.90000000,20.74272728
2024-02-25,nbeatsx_lstm,21.50000000,20.27510643
2024-02-26,nbeatsx_lstm,30.00000000,21.18854713
2024-02-27,nbeatsx_lstm,31.50000000,21.96122742
2024-02-28,nbeatsx_lstm,31.60000000,29.74335861
2024-02-29,nbeatsx_lstm,31.80000000,31.44836998
2024-03-01,nbeatsx_lstm,30.40000000,31.09105873
2024-03-02,nbeatsx_lstm,28.90000000,31.19542694
2024-03-03,nbeatsx_lstm,29.70000000,29.92733383
2024-03-04,nbeatsx_lstm,33.70000000,29.53823853
2024-03-05,nbeatsx_lstm,40.50000000,31.78078651
2024-03-06,nbeatsx_lstm,39.10000000,34.22751236
2024-03-07,nbeatsx_lstm,38.20000000,39.96202469
2024-03-08,nbeatsx_lstm,37.50000000,38.56657410
2024-03-09,nbeatsx_lstm,36.60000000,37.68505096
2024-03-10,nbeatsx_lstm,35.50000000,36.92546844
2024-03-11,nbeatsx_lstm,34.30000000,35.94573975
2024-03-12,nbeatsx_lstm,33.20000000,35.16059875
2024-03-13,nbeatsx_lstm,32.60000000,34.09350586
2024-03-14,nbeatsx_lstm,31.50000000,32.95409775
2024-03-15,nbeatsx_lstm,30.70000000,32.28546524
2024-03-16,nbeatsx_lstm,32.10000000,31.58388519
2024-03-17,nbeatsx_lstm,31.10000000,30.33168602
2024-03-18,nbeatsx_lstm,30.00000000,31.72552681
2024-03-19,nbeatsx_lstm,28.90000000,30.73066711
2024-03-20,nbeatsx_lstm,27.70000000,29.69257355
2024-03-21,nbeatsx_lstm,26.60000000,28.35823631
2024-03-22,nbeatsx_lstm,25.90000000,27.35823631
2024-03-23,nbeatsx_lstm,25.60000000,26.17806244
2024-03-24,nbeatsx_lstm,25.60000000,25.93549347
2024-03-25,nbeatsx_lstm,25.30000000,25.32392883
2024-03-26,nbeatsx_lstm,24.90000000,25.22457886
2024-03-27,nbeatsx_lstm,24.60000000,25.13786888
2024-03-28,nbeatsx_lstm,24.40000000,24.69868469
2024-03-29,nbeatsx_lstm,27.10000000,24.68604469
2024-03-30,nbeatsx_lstm,27.00000000,24.47206497
2024-03-31,nbeatsx_lstm,26.40000000,26.65982437
2024-04-01,nbeatsx_lstm,25.70000000,26.60754776
2024-04-02,nbeatsx_lstm,25.30000000,26.11508560
2024-04-03,nbeatsx_lstm,24.70000000,25.40624428
2024-04-04,nbeatsx_lstm,24.20000000,25.04864120
2024-04-05,nbeatsx_lstm,24.00000000,24.34122658
2024-04-06,nbeatsx_lstm,29.20000000,24.02294540
2024-04-07,nbeatsx_lstm,32.00000000,24.84386063
2024-04-08,nbeatsx_lstm,31.60000000,29.04163551
2024-04-09,nbeatsx_lstm,34.10000000,32.14368439
2024-04-10,nbeatsx_lstm,33.60000000,31.56277275
2024-04-11,nbeatsx_lstm,33.70000000,33.92338943
2024-04-12,nbeatsx_lstm,44.60000000,34.35233688
2024-04-13,nbeatsx_lstm,40.80000000,35.45946503
2024-04-14,nbeatsx_lstm,40.20000000,44.63290405
2024-04-15,nbeatsx_lstm,39.90000000,40.64218521
2024-04-16,nbeatsx_lstm,39.40000000,39.96015930
2024-04-17,nbeatsx_lstm,39.00000000,39.64254379
2024-04-18,nbeatsx_lstm,38.80000000,39.19503403
2024-04-19,nbeatsx_lstm,39.70000000,38.82289505
2024-04-20,nbeatsx_lstm,48.80000000,39.20743942
2024-04-21,nbeatsx_lstm,45.90000000,41.44098663
2024-04-22,nbeatsx_lstm,45.80000000,48.54173279
2024-04-23,nbeatsx_lstm,46.40000000,45.60812378
2024-04-24,nbeatsx_lstm,42.20000000,45.44355774
2024-04-25,nbeatsx_lstm,41.90000000,46.06958008
2024-04-26,nbeatsx_lstm,41.80000000,41.83276367
2024-04-27,nbeatsx_lstm,41.60000000,41.63843536
2024-04-28,nbeatsx_lstm,41.40000000,41.47916412
2024-04-29,nbeatsx_lstm,41.30000000,41.14953613
2024-04-30,nbeatsx_lstm,40.20000000,41.23587418
2024-05-01,nbeatsx_lstm,41.10000000,41.36516571
2024-05-02,nbeatsx_lstm,42.70000000,39.91423798
2024-05-03,nbeatsx_lstm,42.70000000,40.91833878
2024-05-04,nbeatsx_lstm,42.60000000,42.32797241
2024-05-05,nbeatsx_lstm,42.30000000,42.54802322
2024-05-06,nbeatsx_lstm,42.20000000,42.34143829
2024-05-07,nbeatsx_lstm,41.90000000,42.09719086
2024-05-08,nbeatsx_lstm,41.70000000,41.82343292
2024-05-09,nbeatsx_lstm,41.50000000,41.47335052
2024-05-10,nbeatsx_lstm,41.20000000,41.24790573
2024-05-11,nbeatsx_lstm,41.00000000,40.96507645
2024-05-12,nbeatsx_lstm,40.80000000,40.76791000
2024-05-13,nbeatsx_lstm,40.50000000,40.58037567
2024-05-14,nbeatsx_lstm,40.10000000,40.51200867
2024-05-15,nbeatsx_lstm,41.20000000,40.20212555
2024-05-16,nbeatsx_lstm,42.60000000,41.85524368
2024-05-17,nbeatsx_lstm,43.20000000,41.12413025
2024-05-18,nbeatsx_lstm,44.70000000,42.17765427
2024-05-19,nbeatsx_lstm,44.50000000,42.60577011
2024-05-20,nbeatsx_lstm,45.80000000,44.19961548
2024-05-21,nbeatsx_lstm,50.40000000,50.23824310
2024-05-22,nbeatsx_lstm,48.00000000,45.81340408
2024-05-23,nbeatsx_lstm,48.50000000,50.23999023
