run,contract_address,repetition,pair_position,condition,date_key,returned_bytes,estimated_call_gas,rpc_call_seconds,readback_matches,decode_matches_source
run_b_packed_first,0x7375A26C9c65B1574eCDbb8C6aa5121f70D4400b,26,1,packed_bytes32,20240523,32,24664,1.372048100000029,True,True
run_b_packed_first,0x7375A26C9c65B1574eCDbb8C6aa5121f70D4400b,26,2,raw,20240523,83,32279,1.0933097000006455,True,True
run_b_packed_first,0x7375A26C9c65B1574eCDbb8C6aa5121f70D4400b,27,1,raw,20240523,83,32279,2.0310607999999775,True,True
run_b_packed_first,0x7375A26C9c65B1574eCDbb8C6aa5121f70D4400b,27,2,packed_bytes32,20240523,32,24664,1.1312945999998192,True,True
run_b_packed_first,0x7375A26C9c65B1574eCDbb8C6aa5121f70D4400b,28,1,packed_bytes32,20240523,32,24664,2.1282522999999856,True,True
run_b_packed_first,0x7375A26C9c65B1574eCDbb8C6aa5121f70D4400b,28,2,raw,20240523,83,32279,1.837060400000155,True,True
run_b_packed_first,0x7375A26C9c65B1574eCDbb8C6aa5121f70D4400b,29,1,raw,20240523,83,32279,1.5394251999996413,True,True
run_b_packed_first,0x7375A26C9c65B1574eCDbb8C6aa5121f70D4400b,29,2,packed_bytes32,20240523,32,24664,1.1009617999998227,True,True
run_b_packed_first,0x7375A26C9c65B1574eCDbb8C6aa5121f70D4400b,30,1,packed_bytes32,20240523,32,24664,1.0905703999997058,True,True
run_b_packed_first,0x7375A26C9c65B1574eCDbb8C6aa5121f70D4400b,30,2,raw,20240523,83,32279,1.21067260000018,True,True
